Source,Target,Weight,Type
"Aegon-I-Targaryen","Daenerys-Targaryen",4.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Daenerys-Targaryen",11.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Elia-Martell",4.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Franklyn-Flowers",3.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Haldon",14.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Harry-Strickland",9.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Jon-Connington",16.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Lemore",10.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Rhaegar-Targaryen",9.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Rhaenys-Targaryen-(daughter-of-Rhaegar)",4.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Rolly-Duckfield",11.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Tyrion-Lannister",23.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Tywin-Lannister",3.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Viserys-Targaryen",3.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Yandry",6.0,undirected
"Aegon-Targaryen-(son-of-Rhaegar)","Ysilla",4.0,undirected
"Aemon-Targaryen-(Maester-Aemon)","Clydas",7.0,undirected
"Aemon-Targaryen-(Maester-Aemon)","Gilly",3.0,undirected
"Aemon-Targaryen-(Maester-Aemon)","Jon-Snow",12.0,undirected
"Aemon-Targaryen-(Maester-Aemon)","Samwell-Tarly",16.0,undirected
"Aemon-Targaryen-(Maester-Aemon)","Stannis-Baratheon",3.0,undirected
"Aenys-Frey","Hosteen-Frey",6.0,undirected
"Aenys-Frey","Theon-Greyjoy",3.0,undirected
"Aenys-Frey","Wyman-Manderly",4.0,undirected
"Aeron-Greyjoy","Euron-Greyjoy",4.0,undirected
"Aeron-Greyjoy","Victarion-Greyjoy",3.0,undirected
"Aerys-II-Targaryen","Rhaegar-Targaryen",5.0,undirected
"Aerys-II-Targaryen","Robert-Baratheon",5.0,undirected
"Aerys-II-Targaryen","Tywin-Lannister",6.0,undirected
"Aggo","Barristan-Selmy",3.0,undirected
"Aggo","Daario-Naharis",4.0,undirected
"Aggo","Daenerys-Targaryen",9.0,undirected
"Aggo","Grey-Worm",5.0,undirected
"Aggo","Jhogo",6.0,undirected
"Aggo","Rakharo",9.0,undirected
"Alliser-Thorne","Jon-Snow",6.0,undirected
"Alys-Karstark","Jon-Snow",13.0,undirected
"Alys-Karstark","Melisandre",6.0,undirected
"Alys-Karstark","Sigorn",5.0,undirected
"Alysane-Mormont","Asha-Greyjoy",18.0,undirected
"Alysane-Mormont","Justin-Massey",5.0,undirected
"Alysane-Mormont","Stannis-Baratheon",5.0,undirected
"Archibald-Yronwood","Cletus-Yronwood",5.0,undirected
"Archibald-Yronwood","Gerris-Drinkwater",13.0,undirected
"Archibald-Yronwood","Quentyn-Martell",21.0,undirected
"Archibald-Yronwood","Tattered-Prince",4.0,undirected
"Areo-Hotah","Arianne-Martell",11.0,undirected
"Areo-Hotah","Arys-Oakheart",4.0,undirected
"Areo-Hotah","Balon-Swann",4.0,undirected
"Areo-Hotah","Doran-Martell",12.0,undirected
"Areo-Hotah","Ellaria-Sand",3.0,undirected
"Areo-Hotah","Obara-Sand",6.0,undirected
"Arianne-Martell","Balon-Swann",5.0,undirected
"Arianne-Martell","Doran-Martell",11.0,undirected
"Arianne-Martell","Ellaria-Sand",3.0,undirected
"Arianne-Martell","Myrcella-Baratheon",4.0,undirected
"Arianne-Martell","Obara-Sand",5.0,undirected
"Arnolf-Karstark","Arthor-Karstark",3.0,undirected
"Arnolf-Karstark","Asha-Greyjoy",3.0,undirected
"Arnolf-Karstark","Mors-Umber",4.0,undirected
"Arnolf-Karstark","Rickard-Karstark",3.0,undirected
"Arnolf-Karstark","Stannis-Baratheon",7.0,undirected
"Arron","Emrick",6.0,undirected
"Arron","Hareth-(Moles-Town)",4.0,undirected
"Arron","Satin",4.0,undirected
"Arya-Stark","Bran-Stark",7.0,undirected
