Source,Target,Weight,Type
"Addam-Marbrand","Jaime-Lannister",3.0,undirected
"Addam-Marbrand","Tywin-Lannister",6.0,undirected
"Aegon-I","Daenerys-Targaryen",5.0,undirected
"Aegon-I","Eddard-Stark",4.0,undirected
"Aemon-Targaryen","Alliser-Thorne",3.0,undirected
"Aemon-Targaryen","Bowen-Marsh",4.0,undirected
"Aemon-Targaryen","Chett",7.0,undirected
"Aemon-Targaryen","Jeor-Mormont",10.0,undirected
"Aemon-Targaryen","Jon-Snow",27.0,undirected
"Aemon-Targaryen","Samwell-Tarly",4.0,undirected
"Aerys-Targaryen","Brandon-Stark",4.0,undirected
"Aerys-Targaryen","Eddard-Stark",10.0,undirected
"Aerys-Targaryen","Jaime-Lannister",5.0,undirected
"Aerys-Targaryen","Jon-Arryn",3.0,undirected
"Aerys-Targaryen","Robert-Baratheon",12.0,undirected
"Aggo","Daenerys-Targaryen",11.0,undirected
"Aggo","Drogo",6.0,undirected
"Aggo","Jhogo",4.0,undirected
"Aggo","Jorah-Mormont",5.0,undirected
"Aggo","Quaro",3.0,undirected
"Aggo","Rakharo",7.0,undirected
"Alliser-Thorne","Bowen-Marsh",3.0,undirected
"Alliser-Thorne","Grenn",3.0,undirected
"Alliser-Thorne","Halder",4.0,undirected
"Alliser-Thorne","Jeor-Mormont",10.0,undirected
"Alliser-Thorne","Jon-Snow",29.0,undirected
"Alliser-Thorne","Pyp",4.0,undirected
"Alliser-Thorne","Samwell-Tarly",8.0,undirected
"Alliser-Thorne","Tyrion-Lannister",7.0,undirected
"Alyn","Eddard-Stark",11.0,undirected
"Alyn","Harwin",6.0,undirected
"Alyn","Jory-Cassel",8.0,undirected
"Alyn","Robert-Baratheon",4.0,undirected
"Alyn","Tom",3.0,undirected
"Arthur-Dayne","Gerold-Hightower",4.0,undirected
"Arya-Stark","Benjen-Stark",3.0,undirected
"Arya-Stark","Bran-Stark",14.0,undirected
"Arya-Stark","Catelyn-Stark",5.0,undirected
"Arya-Stark","Cersei-Lannister",12.0,undirected
"Arya-Stark","Desmond",3.0,undirected
"Arya-Stark","Eddard-Stark",30.0,undirected
"Arya-Stark","Ilyn-Payne",5.0,undirected
"Arya-Stark","Jeyne-Poole",10.0,undirected
"Arya-Stark","Joffrey-Baratheon",38.0,undirected
"Arya-Stark","Jon-Snow",37.0,undirected
"Arya-Stark","Jory-Cassel",12.0,undirected
"Arya-Stark","Meryn-Trant",4.0,undirected
"Arya-Stark","Mycah",18.0,undirected
"Arya-Stark","Myrcella-Baratheon",10.0,undirected
"Arya-Stark","Petyr-Baelish",3.0,undirected
"Arya-Stark","Rickon-Stark",7.0,undirected
"Arya-Stark","Robb-Stark",15.0,undirected
"Arya-Stark","Robert-Baratheon",8.0,undirected
"Arya-Stark","Rodrik-Cassel",3.0,undirected
"Arya-Stark","Sandor-Clegane",7.0,undirected
"Arya-Stark","Sansa-Stark",104.0,undirected
"Arya-Stark","Septa-Mordane",39.0,undirected
"Arya-Stark","Syrio-Forel",20.0,undirected
"Arya-Stark","Tom",6.0,undirected
"Arya-Stark","Tommen-Baratheon",5.0,undirected
"Arya-Stark","Vayon-Poole",4.0,undirected
"Arya-Stark","Yoren",4.0,undirected
"Arys-Oakheart","Cersei-Lannister",3.0,undirected
"Balon-Greyjoy","Eddard-Stark",3.0,undirected
"Balon-Greyjoy","Robert-Baratheon",4.0,undirected
"Balon-Swann","Renly-Baratheon",3.0,undirected
"Balon-Swann","Sandor-Clegane",3.0,undirected
"Barristan-Selmy","Boros-Blount",3.0,undirected
"Barristan-Selmy","Cersei-Lannister",12.0,undirected
"Barristan-Selmy","Eddard-Stark",28.0,undirected
"Barristan-Selmy","Jaime-Lannister",4.0,undirected
"Barristan-Selmy","Joffrey-Baratheon",6.0,undirected
"Barristan-Selmy","Jon-Arryn",4.0,undirected
"Barristan-Selmy","Meryn-Trant",3.0,undirected
"Barristan-Selmy","Petyr-Baelish",7.0,undirected
"Barristan-Selmy","Pycelle",8.0,undirected
"Barristan-Selmy","Renly-Baratheon",13.0,undirected
"Barristan-Selmy","Robert-Baratheon",40.0,undirected
"Barristan-Selmy","Sandor-Clegane",3.0,undirected
"Barristan-Selmy","Sansa-Stark",3.0,undirected
"Barristan-Selmy","Varys",9.0,undirected
"Benjen-Stark","Bran-Stark",6.0,undirected
"Benjen-Stark","Cersei-Lannister",3.0,undirected
"Benjen-Stark","Jaremy-Rykker",3.0,undirected
"Benjen-Stark","Jeor-Mormont",9.0,undirected
"Benjen-Stark","Jon-Snow",39.0,undirected
"Benjen-Stark","Luwin",5.0,undirected
"Benjen-Stark","Mance-Rayder",3.0,undirected
"Benjen-Stark","Robb-Stark",7.0,undirected
"Benjen-Stark","Robert-Baratheon",3.0,undirected
"Benjen-Stark","Theon-Greyjoy",4.0,undirected
"Benjen-Stark","Tyrion-Lannister",8.0,undirected
"Benjen-Stark","Waymar-Royce",3.0,undirected
"Benjen-Stark","Yoren",4.0,undirected
"Beric-Dondarrion","Eddard-Stark",3.0,undirected
"Beric-Dondarrion","Gregor-Clegane",6.0,undirected
"Beric-Dondarrion","Loras-Tyrell",5.0,undirected
"Beric-Dondarrion","Robert-Baratheon",5.0,undirected
"Beric-Dondarrion","Sansa-Stark",4.0,undirected
"Boros-Blount","Cersei-Lannister",9.0,undirected
"Boros-Blount","Joffrey-Baratheon",3.0,undirected
"Boros-Blount","Meryn-Trant",5.0,undirected
"Boros-Blount","Sansa-Stark",6.0,undirected
"Bowen-Marsh","Jeor-Mormont",7.0,undirected
"Bowen-Marsh","Jon-Snow",10.0,undirected
"Bowen-Marsh","Samwell-Tarly",3.0,undirected
"Bran-Stark","Catelyn-Stark",18.0,undirected
"Bran-Stark","Cersei-Lannister",6.0,undirected
"Bran-Stark","Eddard-Stark",19.0,undirected
"Bran-Stark","Hodor",29.0,undirected
"Bran-Stark","Hullen",3.0,undirected
"Bran-Stark","Jeor-Mormont",4.0,undirected
"Bran-Stark","Joffrey-Baratheon",3.0,undirected
"Bran-Stark","Jon-Arryn",7.0,undirected
"Bran-Stark","Jon-Snow",56.0,undirected
"Bran-Stark","Jory-Cassel",11.0,undirected
"Bran-Stark","Luwin",51.0,undirected
"Bran-Stark","Nan",17.0,undirected
"Bran-Stark","Osha",12.0,undirected
"Bran-Stark","Petyr-Baelish",3.0,undirected
"Bran-Stark","Renly-Baratheon",3.0,undirected
"Bran-Stark","Rickard-Karstark",4.0,undirected
"Bran-Stark","Rickard-Stark",4.0,undirected
"Bran-Stark","Rickon-Stark",32.0,undirected
"Bran-Stark","Robb-Stark",112.0,undirected
"Bran-Stark","Robert-Baratheon",11.0,undirected
"Bran-Stark","Rodrik-Cassel",6.0,undirected
"Bran-Stark","Sansa-Stark",10.0,undirected
"Bran-Stark","Theon-Greyjoy",23.0,undirected
"Bran-Stark","Tommen-Baratheon",5.0,undirected
"Bran-Stark","Tyrion-Lannister",31.0,undirected
"Bran-Stark","Yoren",3.0,undirected
"Brandon-Stark","Eddard-Stark",11.0,undirected
"Brandon-Stark","Lyanna-Stark",4.0,undirected
"Brandon-Stark","Petyr-Baelish",14.0,undirected
"Brandon-Stark","Rickard-Stark",3.0,undirected
"Brandon-Stark","Robert-Baratheon",5.0,undirected
"Bronn","Catelyn-Stark",6.0,undirected
"Bronn","Chiggen",8.0,undirected
"Bronn","Marillion",4.0,undirected
"Bronn","Rodrik-Cassel",4.0,undirected
"Bronn","Shae",3.0,undirected
"Bronn","Shagga",3.0,undirected
"Bronn","Tyrion-Lannister",61.0,undirected
"Bronn","Tywin-Lannister",4.0,undirected
"Bronn","Vardis-Egen",11.0,undirected
"Bronn","Willis-Wode",5.0,undirected
"Brynden-Tully","Catelyn-Stark",16.0,undirected
"Brynden-Tully","Edmure-Tully",3.0,undirected
"Brynden-Tully","Hoster-Tully",5.0,undirected
"Brynden-Tully","Jaime-Lannister",7.0,undirected
"Brynden-Tully","Lysa-Arryn",10.0,undirected
"Brynden-Tully","Nestor-Royce",3.0,undirected
"Brynden-Tully","Robb-Stark",9.0,undirected
"Brynden-Tully","Theon-Greyjoy",6.0,undirected
"Brynden-Tully","Tyrion-Lannister",4.0,undirected
"Brynden-Tully","Tywin-Lannister",3.0,undirected
"Brynden-Tully","Walder-Frey",3.0,undirected
"Catelyn-Stark","Cersei-Lannister",11.0,undirected
"Catelyn-Stark","Colemon",3.0,undirected
"Catelyn-Stark","Donnel-Waynwood",3.0,undirected
"Catelyn-Stark","Eddard-Stark",64.0,undirected
"Catelyn-Stark","Edmure-Tully",7.0,undirected
"Catelyn-Stark","Greatjon-Umber",4.0,undirected
"Catelyn-Stark","Hal-Mollen",6.0,undirected
"Catelyn-Stark","Hallis-Mollen",4.0,undirected
"Catelyn-Stark","Hoster-Tully",6.0,undirected
"Catelyn-Stark","Hunter",3.0,undirected
"Catelyn-Stark","Jaime-Lannister",9.0,undirected
"Catelyn-Stark","Joffrey-Baratheon",3.0,undirected
"Catelyn-Stark","Jon-Arryn",11.0,undirected
"Catelyn-Stark","Jon-Snow",14.0,undirected
"Catelyn-Stark","Luwin",13.0,undirected
"Catelyn-Stark","Lysa-Arryn",33.0,undirected
"Catelyn-Stark","Marillion",6.0,undirected
"Catelyn-Stark","Masha-Heddle",5.0,undirected
"Catelyn-Stark","Moreo-Tumitis",3.0,undirected
"Catelyn-Stark","Mychel-Redfort",3.0,undirected
"Catelyn-Stark","Nestor-Royce",3.0,undirected
"Catelyn-Stark","Petyr-Baelish",22.0,undirected
"Catelyn-Stark","Rickard-Karstark",6.0,undirected
"Catelyn-Stark","Rickon-Stark",3.0,undirected
"Catelyn-Stark","Robb-Stark",49.0,undirected
"Catelyn-Stark","Robert-Arryn",3.0,undirected
"Catelyn-Stark","Robert-Baratheon",22.0,undirected
"Catelyn-Stark","Rodrik-Cassel",25.0,undirected
"Catelyn-Stark","Sansa-Stark",9.0,undirected
"Catelyn-Stark","Stevron-Frey",5.0,undirected
"Catelyn-Stark","Theon-Greyjoy",9.0,undirected
"Catelyn-Stark","Tyrion-Lannister",49.0,undirected
"Catelyn-Stark","Tytos-Blackwood",4.0,undirected
"Catelyn-Stark","Tywin-Lannister",7.0,undirected
"Catelyn-Stark","Vardis-Egen",5.0,undirected
"Catelyn-Stark","Varys",10.0,undirected
"Catelyn-Stark","Walder-Frey",13.0,undirected
"Catelyn-Stark","Wendel-Manderly",3.0,undirected
"Catelyn-Stark","Willis-Wode",5.0,undirected
"Cayn","Eddard-Stark",7.0,undirected
"Cayn","Renly-Baratheon",3.0,undirected
"Cayn","Tom",6.0,undirected
"Cersei-Lannister","Eddard-Stark",65.0,undirected
"Cersei-Lannister","Ilyn-Payne",3.0,undirected
"Cersei-Lannister","Jaime-Lannister",16.0,undirected
"Cersei-Lannister","Janos-Slynt",4.0,undirected
"Cersei-Lannister","Joffrey-Baratheon",39.0,undirected
"Cersei-Lannister","Jon-Arryn",7.0,undirected
"Cersei-Lannister","Jon-Snow",4.0,undirected
"Cersei-Lannister","Jory-Cassel",5.0,undirected
"Cersei-Lannister","Meryn-Trant",4.0,undirected
"Cersei-Lannister","Myrcella-Baratheon",6.0,undirected
"Cersei-Lannister","Petyr-Baelish",13.0,undirected
"Cersei-Lannister","Pycelle",8.0,undirected
"Cersei-Lannister","Renly-Baratheon",5.0,undirected
"Cersei-Lannister","Robert-Baratheon",67.0,undirected
"Cersei-Lannister","Sandor-Clegane",5.0,undirected
"Cersei-Lannister","Sansa-Stark",29.0,undirected
"Cersei-Lannister","Septa-Mordane",3.0,undirected
"Cersei-Lannister","Stannis-Baratheon",5.0,undirected
"Cersei-Lannister","Tommen-Baratheon",4.0,undirected
"Cersei-Lannister","Tyrion-Lannister",26.0,undirected
"Cersei-Lannister","Tywin-Lannister",9.0,undirected
"Cersei-Lannister","Varys",19.0,undirected
"Cersei-Lannister","Vayon-Poole",4.0,undirected
"Chett","Jon-Snow",4.0,undirected
"Chett","Samwell-Tarly",6.0,undirected
"Chiggen","Tyrion-Lannister",5.0,undirected
"Chiggen","Willis-Wode",3.0,undirected
"Cohollo","Daenerys-Targaryen",7.0,undirected
"Cohollo","Drogo",9.0,undirected
"Cohollo","Haggo",7.0,undirected
"Cohollo","Qotho",6.0,undirected
"Colemon","Vardis-Egen",4.0,undirected
"Conn","Shagga",9.0,undirected
"Conn","Tyrion-Lannister",6.0,undirected
"Daenerys-Targaryen","Doreah",15.0,undirected
"Daenerys-Targaryen","Drogo",95.0,undirected
"Daenerys-Targaryen","Eddard-Stark",4.0,undirected
"Daenerys-Targaryen","Haggo",11.0,undirected
"Daenerys-Targaryen","Illyrio-Mopatis",23.0,undirected
"Daenerys-Targaryen","Irri",25.0,undirected
"Daenerys-Targaryen","Jhiqui",26.0,undirected
"Daenerys-Targaryen","Jhogo",16.0,undirected
"Daenerys-Targaryen","Jorah-Mormont",62.0,undirected
"Daenerys-Targaryen","Mirri-Maz-Duur",30.0,undirected
"Daenerys-Targaryen","Qotho",16.0,undirected
"Daenerys-Targaryen","Quaro",5.0,undirected
"Daenerys-Targaryen","Rakharo",4.0,undirected
"Daenerys-Targaryen","Rhaegar-Targaryen",3.0,undirected
"Daenerys-Targaryen","Robert-Baratheon",8.0,undirected
"Daenerys-Targaryen","Varys",3.0,undirected
"Daenerys-Targaryen","Viserys-Targaryen",37.0,undirected
"Danwell-Frey","Hosteen-Frey",3.0,undirected
"Danwell-Frey","Jared-Frey",3.0,undirected
"Danwell-Frey","Walder-Frey",3.0,undirected
"Dareon","Jon-Snow",6.0,undirected
"Daryn-Hornwood","Eddard-Stark",3.0,undirected
"Daryn-Hornwood","Torrhen-Karstark",3.0,undirected
"Desmond","Eddard-Stark",4.0,undirected
"Donal-Noye","Jon-Snow",7.0,undirected
"Doreah","Drogo",5.0,undirected
"Doreah","Irri",14.0,undirected
"Doreah","Jhiqui",11.0,undirected
"Doreah","Jorah-Mormont",3.0,undirected
"Doreah","Viserys-Targaryen",3.0,undirected
"Drogo","Haggo",9.0,undirected
"Drogo","Illyrio-Mopatis",16.0,undirected
"Drogo","Irri",9.0,undirected
"Drogo","Jhiqui",5.0,undirected
"Drogo","Jhogo",7.0,undirected
"Drogo","Jommo",3.0,undirected
"Drogo","Jorah-Mormont",16.0,undirected
"Drogo","Mirri-Maz-Duur",12.0,undirected
"Drogo","Ogo",11.0,undirected
"Drogo","Qotho",13.0,undirected
"Drogo","Quaro",3.0,undirected
"Drogo","Rakharo",4.0,undirected
"Drogo","Rhaego",5.0,undirected
"Drogo","Robert-Baratheon",3.0,undirected
"Drogo","Viserys-Targaryen",19.0,undirected
"Eddard-Stark","Edmure-Tully",3.0,undirected
"Eddard-Stark","Galbart-Glover",4.0,undirected
"Eddard-Stark","Gerold-Hightower",3.0,undirected
"Eddard-Stark","Gregor-Clegane",10.0,undirected
"Eddard-Stark","Harwin",5.0,undirected
"Eddard-Stark","High-Septon",4.0,undirected
"Eddard-Stark","Howland-Reed",3.0,undirected
"Eddard-Stark","Ilyn-Payne",6.0,undirected
"Eddard-Stark","Jaime-Lannister",27.0,undirected
"Eddard-Stark","Janos-Slynt",4.0,undirected
"Eddard-Stark","Joffrey-Baratheon",26.0,undirected
"Eddard-Stark","Jon-Arryn",47.0,undirected
"Eddard-Stark","Jon-Snow",33.0,undirected
"Eddard-Stark","Jory-Cassel",32.0,undirected
"Eddard-Stark","Loras-Tyrell",12.0,undirected
"Eddard-Stark","Luwin",14.0,undirected
"Eddard-Stark","Lyanna-Stark",19.0,undirected
"Eddard-Stark","Lysa-Arryn",12.0,undirected
"Eddard-Stark","Marq-Piper",3.0,undirected
"Eddard-Stark","Mycah",3.0,undirected
"Eddard-Stark","Petyr-Baelish",81.0,undirected
"Eddard-Stark","Pycelle",33.0,undirected
"Eddard-Stark","Raymun-Darry",4.0,undirected
"Eddard-Stark","Renly-Baratheon",33.0,undirected
"Eddard-Stark","Rhaegar-Targaryen",10.0,undirected
"Eddard-Stark","Rickard-Karstark",4.0,undirected
