Source,Target,Weight,Type
"Eddard","Catelyn",5.0,undirected
"Eddard","Robb",13.0,undirected
"Eddard","Sansa",6.0,undirected
"Eddard","Arya",18.0,undirected
"Eddard","Bran",15.0,undirected
"Eddard","Rickon",8.0,undirected
"Eddard","Jon",9.0,undirected
"Eddard","Cersei",6.0,undirected
"Eddard","Jaime",6.0,undirected
"Eddard","Sandor",5.0,undirected
"Eddard","Robert",10.0,undirected
"Eddard","Beric",8.0,undirected
"Catelyn","Robb",43.0,undirected
"Catelyn","Sansa",8.0,undirected
"Catelyn","Bran",4.0,undirected
"Catelyn","Roose",4.0,undirected
"Catelyn","Jeyne",10.0,undirected
"Catelyn","Brynden",4.0,undirected
"Catelyn","Lysa",8.0,undirected
"Catelyn","Cersei",4.0,undirected
"Catelyn","Jaime",19.0,undirected
"Catelyn","Tyrion",5.0,undirected
"Catelyn","Stannis",4.0,undirected
"Catelyn","Brienne",7.0,undirected
"Catelyn","Hoster",9.0,undirected
"Catelyn","Edmure",16.0,undirected
"Catelyn","Brynden",4.0,undirected
"Catelyn","Walder",19.0,undirected
"Catelyn","Roslin",6.0,undirected
"Catelyn","Petyr",5.0,undirected
"Robb","Sansa",15.0,undirected
"Robb","Arya",15.0,undirected
"Robb","Bran",23.0,undirected
"Robb","Rickon",15.0,undirected
"Robb","Jon",14.0,undirected
"Robb","Theon",11.0,undirected
"Robb","Roose",4.0,undirected
"Robb","Ramsay",4.0,undirected
"Robb","Hodor",5.0,undirected
"Robb","Jeyne",18.0,undirected
"Robb","Rickard",7.0,undirected
"Robb","Brynden",6.0,undirected
"Robb","Tywin",12.0,undirected
"Robb","Jaime",15.0,undirected
"Robb","Joffrey",10.0,undirected
"Robb","Tyrion",12.0,undirected
"Robb","Stannis",4.0,undirected
"Robb","Brienne",6.0,undirected
"Robb","Balon",6.0,undirected
"Robb","Edmure",32.0,undirected
"Robb","Brynden",11.0,undirected
"Robb","Walder",26.0,undirected
"Robb","Lothar",10.0,undirected
"Robb","Eddison",4.0,undirected
"Robb","Petyr",5.0,undirected
"Sansa","Arya",22.0,undirected
"Sansa","Bran",10.0,undirected
"Sansa","Rickon",7.0,undirected
"Sansa","Jon",4.0,undirected
"Sansa","Lysa",28.0,undirected
"Sansa","Cersei",16.0,undirected
"Sansa","Jaime",10.0,undirected
"Sansa","Joffrey",35.0,undirected
