Source,Target,Weight,Type
"Tyrion L","Stannis B",38.0,undirected
"Tyrion L","Joffrey B",82.0,undirected
"Tyrion L","Sansa S",26.0,undirected
"Tyrion L","Catelyn S",7.0,undirected
"Tyrion L","Renly B",14.0,undirected
"Tyrion L","Cersei L",62.0,undirected
"Tyrion L","Robb S",13.0,undirected
"Tyrion L","Robert B",11.0,undirected
"Tyrion L","Varys",61.0,undirected
"Tyrion L","Eddard S",8.0,undirected
"Tyrion L","Jaime L",24.0,undirected
"Tyrion L","Petyr B",37.0,undirected
"Tyrion L","Tywin L",6.0,undirected
"Tyrion L","Sandor C",11.0,undirected
"Tyrion L","Bronn",37.0,undirected
"Tyrion L","Balon S",7.0,undirected
"Tyrion L","Shae",29.0,undirected
"Tyrion L","Jacelyn B",15.0,undirected
"Tyrion L","Tommen",9.0,undirected
"Tyrion L","Lancel L",18.0,undirected
"Tyrion L","Pycelle",20.0,undirected
"Tyrion L","Janos S",23.0,undirected
"Tyrion L","Dontos",4.0,undirected
"Tyrion L","Mandon M",16.0,undirected
"Tyrion L","Loras T",8.0,undirected
"Tyrion L","Cleos F",12.0,undirected
"Tyrion L","Myrcella B",6.0,undirected
"Tyrion L","Shagga",15.0,undirected
"Tyrion L","Boros B",8.0,undirected
"Tyrion L","Meryn T",6.0,undirected
"Tyrion L","Podrick P",12.0,undirected
"Tyrion L","Timett",10.0,undirected
"Tyrion L","Tanda",4.0,undirected
"Tyrion L","High S",7.0,undirected
"Tyrion L","Hallyne",5.0,undirected
"Tyrion L","Osmund K",5.0,undirected
"Tyrion L","Alliser T",7.0,undirected
"Tyrion L","Chataya",5.0,undirected
"Tyrion L","Vylarr",6.0,undirected
"Tyrion L","Ballabar",4.0,undirected
"Jon S","Bran S",11.0,undirected
"Jon S","Arya S",12.0,undirected
"Jon S","Robb S",12.0,undirected
"Jon S","Robert B",6.0,undirected
"Jon S","Eddard S",8.0,undirected
"Jon S","Qhorin H",42.0,undirected
"Jon S","Samwell T",46.0,undirected
"Jon S","Jeor M",38.0,undirected
"Jon S","Rickon",5.0,undirected
"Jon S","Craster",24.0,undirected
"Jon S","Nan",4.0,undirected
"Jon S","Aemon",9.0,undirected
"Jon S","Mance R",4.0,undirected
"Jon S","Edd",9.0,undirected
"Jon S","Ygritte",11.0,undirected
"Jon S","Ebben",10.0,undirected
"Jon S","Dywen",8.0,undirected
"Jon S","Rattleshirt",4.0,undirected
"Jon S","Dalbridge",4.0,undirected
"Bran S","Arya S",10.0,undirected
"Bran S","Theon G",26.0,undirected
"Bran S","Sansa S",5.0,undirected
"Bran S","Robb S",26.0,undirected
"Bran S","Hodor",56.0,undirected
"Bran S","Luwin",32.0,undirected
"Bran S","Rodrik C",29.0,undirected
