Source,Target,Weight,Type
"Aemon","Daeron-II-Targaryen",3.0,undirected
"Aemon","Jeor-Mormont",4.0,undirected
"Aemon","Jon-Snow",10.0,undirected
"Aemon","Maekar",3.0,undirected
"Aemon","Samwell-Tarly",4.0,undirected
"Aenys-Frey","Arya-Stark",4.0,undirected
"Aeron-Greyjoy","Dagmer-Cleftjaw",3.0,undirected
"Aeron-Greyjoy","Theon-Greyjoy",10.0,undirected
"Aerys-Targaryen","Eddard-Stark",5.0,undirected
"Aerys-Targaryen","Jaime-Lannister",4.0,undirected
"Aerys-Targaryen","Rhaegar",4.0,undirected
"Aerys-Targaryen","Robert-Baratheon",6.0,undirected
"Aerys-Targaryen","Tyrion-Lannister",3.0,undirected
"Aerys-the-First","Robert-Baratheon",3.0,undirected
"Aggo","Belwas",3.0,undirected
"Aggo","Daenerys-Targaryen",10.0,undirected
"Aggo","Jhogo",12.0,undirected
"Aggo","Jorah-Mormont",4.0,undirected
"Alayaya","Tyrion-Lannister",3.0,undirected
"Alebelly","Bran-Stark",7.0,undirected
"Alebelly","Jojen-Reed",5.0,undirected
"Alebelly","Mikken",3.0,undirected
"Alester-Florent","Cortnay-Penrose",3.0,undirected
"Alester-Florent","Davos-Seaworth",3.0,undirected
"Alester-Florent","Renly-Baratheon",3.0,undirected
"Alester-Florent","Stannis-Baratheon",5.0,undirected
"Allard","Davos-Seaworth",5.0,undirected
"Allard","Marya",5.0,undirected
"Allard","Stannis-Baratheon",3.0,undirected
"Alliser-Thorne","Tyrion-Lannister",7.0,undirected
"Amabel","Arya-Stark",6.0,undirected
"Amabel","Harra",4.0,undirected
"Amory-Lorch","Arya-Stark",9.0,undirected
"Amory-Lorch","Cersei-Lannister",4.0,undirected
"Amory-Lorch","Gregor-Clegane",6.0,undirected
"Amory-Lorch","Hot-Pie",3.0,undirected
"Amory-Lorch","Ilyn-Payne",4.0,undirected
"Amory-Lorch","Joffrey-Baratheon",7.0,undirected
"Amory-Lorch","Meryn-Trant",5.0,undirected
"Amory-Lorch","Raff",5.0,undirected
"Amory-Lorch","Sandor-Clegane",5.0,undirected
"Amory-Lorch","Tywin-Lannister",3.0,undirected
"Amory-Lorch","Vargo-Hoat",4.0,undirected
"Amory-Lorch","Yoren",5.0,undirected
"Arstan","Belwas",5.0,undirected
"Arya-Stark","Beric-Dondarrion",4.0,undirected
"Arya-Stark","Bran-Stark",10.0,undirected
"Arya-Stark","Cersei-Lannister",5.0,undirected
"Arya-Stark","Eddard-Stark",6.0,undirected
"Arya-Stark","Gendry",36.0,undirected
"Arya-Stark","Gregor-Clegane",4.0,undirected
"Arya-Stark","Harra",3.0,undirected
"Arya-Stark","Harren",7.0,undirected
"Arya-Stark","Hot-Pie",51.0,undirected
"Arya-Stark","Jaime-Lannister",3.0,undirected
"Arya-Stark","Jaqen",25.0,undirected
"Arya-Stark","Joffrey-Baratheon",4.0,undirected
"Arya-Stark","Jon-Snow",13.0,undirected
"Arya-Stark","Koss",3.0,undirected
"Arya-Stark","Nan",9.0,undirected
"Arya-Stark","Raff",5.0,undirected
"Arya-Stark","Rickon",5.0,undirected
"Arya-Stark","Robb-Stark",14.0,undirected
"Arya-Stark","Robert-Baratheon",4.0,undirected
"Arya-Stark","Roose-Bolton",10.0,undirected
"Arya-Stark","Rorge",13.0,undirected
"Arya-Stark","Sansa-Stark",19.0,undirected
"Arya-Stark","Syrio-Forel",5.0,undirected
"Arya-Stark","Tyrion-Lannister",3.0,undirected
"Arya-Stark","Tywin-Lannister",13.0,undirected
"Arya-Stark","Vargo-Hoat",5.0,undirected
"Arya-Stark","Weese",15.0,undirected
"Arya-Stark","Yoren",28.0,undirected
"Arys-Oakheart","Joffrey-Baratheon",6.0,undirected
"Arys-Oakheart","Myrcella-Baratheon",4.0,undirected
"Arys-Oakheart","Sansa-Stark",3.0,undirected
"Axell-Florent","Stannis-Baratheon",6.0,undirected
"Bael","Ygritte",5.0,undirected
"Ballabar","Tyrion-Lannister",4.0,undirected
"Balon-Greyjoy","Catelyn-Stark",3.0,undirected
"Balon-Greyjoy","Dagmer-Cleftjaw",3.0,undirected
"Balon-Greyjoy","Eddard-Stark",3.0,undirected
"Balon-Greyjoy","Robb-Stark",4.0,undirected
"Balon-Greyjoy","Robert-Baratheon",4.0,undirected
"Balon-Greyjoy","Theon-Greyjoy",26.0,undirected
"Balon-Swann","Joffrey-Baratheon",6.0,undirected
"Balon-Swann","Mandon-Moore",3.0,undirected
"Balon-Swann","Meryn-Trant",3.0,undirected
"Balon-Swann","Osmund-Kettleblack",4.0,undirected
"Balon-Swann","Tyrion-Lannister",8.0,undirected
"Barristan-Selmy","Cersei-Lannister",5.0,undirected
"Barristan-Selmy","Joffrey-Baratheon",7.0,undirected
"Barristan-Selmy","Robert-Baratheon",3.0,undirected
"Barristan-Selmy","Varys",3.0,undirected
"Belwas","Daenerys-Targaryen",4.0,undirected
"Belwas","Jhogo",3.0,undirected
"Belwas","Jorah-Mormont",4.0,undirected
"Benfred-Tallhart","Helman-Tallhart",3.0,undirected
"Benfred-Tallhart","Leobald-Tallhart",3.0,undirected
"Benfred-Tallhart","Theon-Greyjoy",5.0,undirected
"Beth-Cassel","Bran-Stark",5.0,undirected
"Beth-Cassel","Rodrik-Cassel",4.0,undirected
"Beth-Cassel","Theon-Greyjoy",3.0,undirected
"Boros-Blount","Cersei-Lannister",7.0,undirected
"Boros-Blount","Gyles-Rosby",5.0,undirected
"Boros-Blount","Joffrey-Baratheon",10.0,undirected
"Boros-Blount","Meryn-Trant",13.0,undirected
"Boros-Blount","Sansa-Stark",8.0,undirected
"Boros-Blount","Tanda",3.0,undirected
"Boros-Blount","Tommen",3.0,undirected
"Boros-Blount","Tyrion-Lannister",8.0,undirected
"Bran-Stark","Catelyn-Stark",3.0,undirected
"Bran-Stark","Chayle",3.0,undirected
"Bran-Stark","Cley-Cerwyn",5.0,undirected
"Bran-Stark","Donella-Hornwood",5.0,undirected
"Bran-Stark","Eddard-Stark",4.0,undirected
"Bran-Stark","Hodor",58.0,undirected
"Bran-Stark","Howland-Reed",3.0,undirected
"Bran-Stark","Jojen-Reed",45.0,undirected
"Bran-Stark","Jon-Snow",11.0,undirected
"Bran-Stark","Luwin",33.0,undirected
"Bran-Stark","Meera-Reed",36.0,undirected
"Bran-Stark","Mikken",10.0,undirected
"Bran-Stark","Nan",7.0,undirected
"Bran-Stark","Osha",28.0,undirected
"Bran-Stark","Reek",4.0,undirected
"Bran-Stark","Rickon",54.0,undirected
"Bran-Stark","Robb-Stark",26.0,undirected
"Bran-Stark","Rodrik-Cassel",31.0,undirected
"Bran-Stark","Sansa-Stark",5.0,undirected
"Bran-Stark","Stafford-Lannister",3.0,undirected
"Bran-Stark","Theon-Greyjoy",23.0,undirected
"Bran-Stark","Wyman-Manderly",5.0,undirected
"Brienne","Catelyn-Stark",36.0,undirected
"Brienne","Edmure-Tully",3.0,undirected
"Brienne","Emmon-Cuy",8.0,undirected
"Brienne","Jaime-Lannister",3.0,undirected
"Brienne","Renly-Baratheon",28.0,undirected
"Brienne","Robar-Royce",3.0,undirected
"Brienne","Robert-Baratheon",3.0,undirected
"Brienne","Selwyn",4.0,undirected
"Brienne","Stannis-Baratheon",5.0,undirected
"Bronn","Cersei-Lannister",11.0,undirected
"Bronn","Jacelyn-Bywater",7.0,undirected
"Bronn","Joffrey-Baratheon",9.0,undirected
"Bronn","Mandon-Moore",5.0,undirected
"Bronn","Podrick-Payne",3.0,undirected
"Bronn","Stannis-Baratheon",3.0,undirected
"Bronn","Timett",5.0,undirected
"Bronn","Tyrion-Lannister",39.0,undirected
"Bronn","Varys",8.0,undirected
"Bryce-Caron","Cortnay-Penrose",3.0,undirected
"Bryce-Caron","Estermont",3.0,undirected
"Bryce-Caron","Guyard-Morrigen",5.0,undirected
"Bryce-Caron","Renly-Baratheon",7.0,undirected
"Bryce-Caron","Stannis-Baratheon",3.0,undirected
"Brynden-Tully","Catelyn-Stark",5.0,undirected
"Brynden-Tully","Robb-Stark",6.0,undirected
"Brynden-Tully","Tywin-Lannister",3.0,undirected
"Caswell","Renly-Baratheon",3.0,undirected
"Catelyn-Stark","Cersei-Lannister",14.0,undirected
"Catelyn-Stark","Cleos-Frey",5.0,undirected
"Catelyn-Stark","Colen",6.0,undirected
"Catelyn-Stark","Desmond-Grell",3.0,undirected
"Catelyn-Stark","Eddard-Stark",12.0,undirected
"Catelyn-Stark","Edmure-Tully",17.0,undirected
"Catelyn-Stark","Hal-Mollen",5.0,undirected
"Catelyn-Stark","Hoster-Tully",5.0,undirected
"Catelyn-Stark","Jaime-Lannister",16.0,undirected
"Catelyn-Stark","Joffrey-Baratheon",4.0,undirected
"Catelyn-Stark","Loras-Tyrell",5.0,undirected
"Catelyn-Stark","Lysa-Arryn",7.0,undirected
"Catelyn-Stark","Margaery-Tyrell",3.0,undirected
"Catelyn-Stark","Renly-Baratheon",51.0,undirected
"Catelyn-Stark","Rickon",3.0,undirected
"Catelyn-Stark","Robar-Royce",7.0,undirected
"Catelyn-Stark","Robb-Stark",27.0,undirected
"Catelyn-Stark","Robert-Baratheon",5.0,undirected
"Catelyn-Stark","Sansa-Stark",3.0,undirected
"Catelyn-Stark","Stafford-Lannister",3.0,undirected
"Catelyn-Stark","Stannis-Baratheon",20.0,undirected
"Catelyn-Stark","Theon-Greyjoy",4.0,undirected
"Catelyn-Stark","Tyrion-Lannister",7.0,undirected
"Catelyn-Stark","Tywin-Lannister",12.0,undirected
"Catelyn-Stark","Walder-Frey",3.0,undirected
"Catelyn-Stark","Wendel-Manderly",7.0,undirected
"Celtigar","Stannis-Baratheon",3.0,undirected
"Celtigar","Velaryon",5.0,undirected
"Cersei-Lannister","Cleos-Frey",6.0,undirected
"Cersei-Lannister","Eddard-Stark",8.0,undirected
"Cersei-Lannister","Gregor-Clegane",4.0,undirected
"Cersei-Lannister","Gyles-Rosby",6.0,undirected
"Cersei-Lannister","Ilyn-Payne",12.0,undirected
"Cersei-Lannister","Jacelyn-Bywater",4.0,undirected
"Cersei-Lannister","Jaime-Lannister",16.0,undirected
"Cersei-Lannister","Janos-Slynt",6.0,undirected
"Cersei-Lannister","Joffrey-Baratheon",59.0,undirected
"Cersei-Lannister","Lancel-Lannister",20.0,undirected
"Cersei-Lannister","Lysa-Arryn",4.0,undirected
"Cersei-Lannister","Meryn-Trant",11.0,undirected
"Cersei-Lannister","Myrcella-Baratheon",4.0,undirected
"Cersei-Lannister","Osfryd-Kettleblack",7.0,undirected
"Cersei-Lannister","Petyr-Baelish",6.0,undirected
"Cersei-Lannister","Preston-Greenfield",3.0,undirected
"Cersei-Lannister","Pycelle",6.0,undirected
"Cersei-Lannister","Raff",3.0,undirected
"Cersei-Lannister","Renly-Baratheon",7.0,undirected
"Cersei-Lannister","Robb-Stark",9.0,undirected
"Cersei-Lannister","Robert-Baratheon",10.0,undirected
"Cersei-Lannister","Sandor-Clegane",9.0,undirected
"Cersei-Lannister","Sansa-Stark",36.0,undirected
"Cersei-Lannister","Shae",4.0,undirected
"Cersei-Lannister","Stannis-Baratheon",23.0,undirected
"Cersei-Lannister","Tanda",3.0,undirected
"Cersei-Lannister","Tommen",10.0,undirected
"Cersei-Lannister","Tyrion-Lannister",83.0,undirected
"Cersei-Lannister","Tywin-Lannister",8.0,undirected
"Cersei-Lannister","Varys",21.0,undirected
"Cersei-Lannister","Vylarr",3.0,undirected
"Chataya","Tyrion-Lannister",6.0,undirected
"Chayle","Mikken",4.0,undirected
"Chella","Shae",4.0,undirected
"Chella","Tyrion-Lannister",3.0,undirected
"Chella","Varys",4.0,undirected
"Cleos-Frey","Eddard-Stark",3.0,undirected
"Cleos-Frey","Jaime-Lannister",3.0,undirected
"Cleos-Frey","Robb-Stark",10.0,undirected
"Cleos-Frey","Tyrion-Lannister",13.0,undirected
"Colen","Renly-Baratheon",3.0,undirected
"Cortnay-Penrose","Davos-Seaworth",4.0,undirected
"Cortnay-Penrose","Renly-Baratheon",3.0,undirected
"Cortnay-Penrose","Stannis-Baratheon",17.0,undirected
"Cortnay-Penrose","Tyrion-Lannister",3.0,undirected
"Cortnay-Penrose","Varys",3.0,undirected
"Craster","Dywen",7.0,undirected
"Craster","Edd",3.0,undirected
"Craster","Jeor-Mormont",14.0,undirected
"Craster","Jon-Snow",26.0,undirected
"Craster","Mance-Rayder",3.0,undirected
"Craster","Samwell-Tarly",10.0,undirected
"Craster","Thoren-Smallwood",4.0,undirected
"Cressen","Davos-Seaworth",7.0,undirected
"Cressen","Melisandre",4.0,undirected
"Cressen","Patchface",5.0,undirected
"Cressen","Pylos",15.0,undirected
"Cressen","Renly-Baratheon",3.0,undirected
"Cressen","Robert-Baratheon",3.0,undirected
"Cressen","Shireen",4.0,undirected
"Cressen","Stannis-Baratheon",19.0,undirected
"Daenerys-Targaryen","Drogo",7.0,undirected
"Daenerys-Targaryen","Jhogo",12.0,undirected
"Daenerys-Targaryen","Jorah-Mormont",23.0,undirected
"Daenerys-Targaryen","Lynesse",3.0,undirected
"Daenerys-Targaryen","Pono",4.0,undirected
"Daenerys-Targaryen","Pyat-Pree",13.0,undirected
"Daenerys-Targaryen","Robert-Baratheon",4.0,undirected
"Daenerys-Targaryen","Viserys",4.0,undirected
"Daenerys-Targaryen","Xaro-Xhoan-Daxos",10.0,undirected
"Dagmer-Cleftjaw","Rodrik-Cassel",3.0,undirected
"Dagmer-Cleftjaw","Theon-Greyjoy",7.0,undirected
"Dalbridge","Ebben",4.0,undirected
"Dalbridge","Jon-Snow",4.0,undirected
"Dalbridge","Qhorin-Halfhand",5.0,undirected
"Davos-Seaworth","Devan",4.0,undirected
"Davos-Seaworth","Imry-Florent",3.0,undirected
"Davos-Seaworth","Melisandre",16.0,undirected
"Davos-Seaworth","Pylos",6.0,undirected
"Davos-Seaworth","Renly-Baratheon",6.0,undirected
"Davos-Seaworth","Salladhor-Saan",8.0,undirected
"Davos-Seaworth","Stannis-Baratheon",58.0,undirected
"Davos-Seaworth","Velaryon",3.0,undirected
"Desmond-Grell","Edmure-Tully",4.0,undirected
"Devan","Renly-Baratheon",3.0,undirected
"Devan","Stannis-Baratheon",13.0,undirected
"Donella-Hornwood","Leobald-Tallhart",3.0,undirected
"Donella-Hornwood","Luwin",7.0,undirected
"Donella-Hornwood","Mors-Umber",3.0,undirected
"Donella-Hornwood","Rodrik-Cassel",4.0,undirected
"Dontos","Joffrey-Baratheon",8.0,undirected
"Dontos","Sansa-Stark",12.0,undirected
"Dontos","Stannis-Baratheon",3.0,undirected
"Dontos","Tyrion-Lannister",4.0,undirected
"Doran-Martell","Myrcella-Baratheon",3.0,undirected
"Doran-Martell","Varys",4.0,undirected
"Drogo","Jorah-Mormont",4.0,undirected
"Drogo","Pono",4.0,undirected
"Drogo","Viserys",3.0,undirected
"Dywen","Grenn",8.0,undirected
"Dywen","Jon-Snow",9.0,undirected
"Ebben","Jon-Snow",10.0,undirected
"Ebben","Qhorin-Halfhand",8.0,undirected
"Edd","Jon-Snow",10.0,undirected
"Eddard-Stark","Ilyn-Payne",5.0,undirected
"Eddard-Stark","Janos-Slynt",3.0,undirected
"Eddard-Stark","Joffrey-Baratheon",7.0,undirected
"Eddard-Stark","Jon-Snow",8.0,undirected
"Eddard-Stark","Petyr-Baelish",4.0,undirected
"Eddard-Stark","Renly-Baratheon",5.0,undirected
"Eddard-Stark","Rickon",3.0,undirected
"Eddard-Stark","Robb-Stark",9.0,undirected
"Eddard-Stark","Robert-Baratheon",25.0,undirected
"Eddard-Stark","Stannis-Baratheon",5.0,undirected
