Source,Target,Weight,Type
"Jon S","Arya S",9.0,undirected
"Jon S","Samwell T",50.0,undirected
"Jon S","Robb S",12.0,undirected
"Jon S","Bran",12.0,undirected
"Jon S","Mance R",80.0,undirected
"Jon S","Stannis B",9.0,undirected
"Jon S","Robert B",8.0,undirected
"Jon S","Ygritte",53.0,undirected
"Jon S","Eddard S",7.0,undirected
"Jon S","Grenn",29.0,undirected
"Jon S","Styr",38.0,undirected
"Jon S","Jeor M",15.0,undirected
"Jon S","Craster",7.0,undirected
"Jon S","Melisandre",7.0,undirected
"Jon S","Donal N",31.0,undirected
"Jon S","Aemon T",27.0,undirected
"Jon S","Tormund",23.0,undirected
"Jon S","Gilly",8.0,undirected
"Jon S","Qhorin H",22.0,undirected
"Jon S","Pyp",26.0,undirected
"Jon S","Rattleshirt",23.0,undirected
"Jon S","Janos S",9.0,undirected
"Jon S","Bowen M",5.0,undirected
"Jon S","Jarl",21.0,undirected
"Jon S","Satin",33.0,undirected
"Jon S","Alliser T",19.0,undirected
"Jon S","Theon G",8.0,undirected
"Jon S","Harma",7.0,undirected
"Jon S","Owen",13.0,undirected
"Jon S","Clydas",9.0,undirected
"Jon S","Val",11.0,undirected
"Jon S","Ryk",11.0,undirected
"Jon S","Varamyr",6.0,undirected
"Jon S","Dalla",6.0,undirected
"Jon S","Kegs",5.0,undirected
"Jon S","Orell",6.0,undirected
"Jon S","Mully",4.0,undirected
"Tyrion L","Jaime L",29.0,undirected
"Tyrion L","Sansa S",71.0,undirected
"Tyrion L","Arya S",5.0,undirected
"Tyrion L","Robb S",14.0,undirected
"Tyrion L","Joffrey B",71.0,undirected
"Tyrion L","Catelyn S",6.0,undirected
"Tyrion L","Cersei L",42.0,undirected
"Tyrion L","Sandor C",4.0,undirected
"Tyrion L","Stannis B",5.0,undirected
"Tyrion L","Tywin L",38.0,undirected
"Tyrion L","Robert B",11.0,undirected
"Tyrion L","Petyr B",13.0,undirected
"Tyrion L","Gregor C",21.0,undirected
"Tyrion L","Oberyn M",28.0,undirected
"Tyrion L","Lysa A",5.0,undirected
"Tyrion L","Margaery T",6.0,undirected
"Tyrion L","Loras T",8.0,undirected
"Tyrion L","Bronn",28.0,undirected
"Tyrion L","Varys",17.0,undirected
"Tyrion L","Aerys T",5.0,undirected
"Tyrion L","Roose B",5.0,undirected
"Tyrion L","Renly B",6.0,undirected
"Tyrion L","Shae",21.0,undirected
"Tyrion L","Kevan L",11.0,undirected
"Tyrion L","Mace T",11.0,undirected
"Tyrion L","Tommen",8.0,undirected
"Tyrion L","Podrick P",25.0,undirected
"Tyrion L","Janos S",5.0,undirected
"Tyrion L","Dontos H",7.0,undirected
"Tyrion L","Pycelle",10.0,undirected
"Tyrion L","Viserys",4.0,undirected
"Tyrion L","Addam M",6.0,undirected
"Tyrion L","Elia M",5.0,undirected
"Tyrion L","Willas T",5.0,undirected
"Tyrion L","Meryn T",5.0,undirected
"Tyrion L","Boros B",5.0,undirected
"Tyrion L","Lollys S",11.0,undirected
"Tyrion L","Garlan T",9.0,undirected
"Tyrion L","Ilyn P",4.0,undirected
"Tyrion L","Doran M",5.0,undirected
"Tyrion L","Myrcella",4.0,undirected
"Tyrion L","Symon",7.0,undirected
"Tyrion L","Maegor",4.0,undirected
"Tyrion L","Balon S",4.0,undirected
"Tyrion L","Tanda",4.0,undirected
"Tyrion L","Ellaria S",4.0,undirected
"Tyrion L","Ballabar",4.0,undirected
"Jaime L","Sansa S",9.0,undirected
"Jaime L","Arya S",10.0,undirected
"Jaime L","Robb S",15.0,undirected
"Jaime L","Joffrey B",18.0,undirected
"Jaime L","Catelyn S",19.0,undirected
"Jaime L","Cersei L",30.0,undirected
"Jaime L","Stannis B",6.0,undirected
"Jaime L","Tywin L",13.0,undirected
"Jaime L","Brienne",85.0,undirected
"Jaime L","Robert B",17.0,undirected
"Jaime L","Gregor C",5.0,undirected
"Jaime L","Edmure T",4.0,undirected
"Jaime L","Lem",6.0,undirected
"Jaime L","Eddard S",6.0,undirected
"Jaime L","Loras T",16.0,undirected
"Jaime L","Aerys T",16.0,undirected
"Jaime L","Roose B",14.0,undirected
"Jaime L","Renly B",7.0,undirected
"Jaime L","Cleos F",25.0,undirected
"Jaime L","Vargo H",15.0,undirected
"Jaime L","Tommen",7.0,undirected
"Jaime L","Walton",18.0,undirected
"Jaime L","Qyburn",18.0,undirected
"Jaime L","Rickard K",4.0,undirected
"Jaime L","Barristan S",4.0,undirected
"Jaime L","Elia M",4.0,undirected
"Jaime L","Meryn T",8.0,undirected
"Jaime L","Boros B",5.0,undirected
"Jaime L","Osmund K",4.0,undirected
"Jaime L","Urswyck",11.0,undirected
"Jaime L","Rorge",8.0,undirected
"Jaime L","Balon S",4.0,undirected
"Jaime L","Shagwell",4.0,undirected
"Jaime L","Robin R",7.0,undirected
"Sansa S","Arya S",21.0,undirected
"Sansa S","Robb S",17.0,undirected
"Sansa S","Joffrey B",42.0,undirected
"Sansa S","Catelyn S",9.0,undirected
"Sansa S","Bran",10.0,undirected
"Sansa S","Cersei L",14.0,undirected
"Sansa S","Sandor C",6.0,undirected
"Sansa S","Brienne",5.0,undirected
"Sansa S","Robert B",5.0,undirected
"Sansa S","Petyr B",27.0,undirected
"Sansa S","Eddard S",6.0,undirected
"Sansa S","Lysa A",28.0,undirected
"Sansa S","Margaery T",32.0,undirected
"Sansa S","Loras T",13.0,undirected
"Sansa S","Renly B",4.0,undirected
"Sansa S","Shae",8.0,undirected
"Sansa S","Kevan L",5.0,undirected
"Sansa S","Mace T",8.0,undirected
"Sansa S","Podrick P",7.0,undirected
"Sansa S","Dontos H",11.0,undirected
"Sansa S","Olenna T",11.0,undirected
"Sansa S","Rickon",7.0,undirected
"Sansa S","Alayne S",10.0,undirected
"Sansa S","Garlan T",5.0,undirected
"Sansa S","Marillion",8.0,undirected
"Sansa S","Myrcella",4.0,undirected
"Sansa S","Butterbumps",6.0,undirected
"Sansa S","Robert A",6.0,undirected
"Sansa S","Lothor B",6.0,undirected
"Sansa S","Oswell W",4.0,undirected
"Sansa S","Elinor T",5.0,undirected
"Arya S","Robb S",15.0,undirected
"Arya S","Joffrey B",7.0,undirected
"Arya S","Bran",9.0,undirected
"Arya S","Cersei L",4.0,undirected
"Arya S","Sandor C",42.0,undirected
"Arya S","Gregor C",5.0,undirected
"Arya S","Lem",23.0,undirected
"Arya S","Gendry",44.0,undirected
"Arya S","Eddard S",18.0,undirected
"Arya S","Beric D",22.0,undirected
"Arya S","Tom S",23.0,undirected
"Arya S","Thoros",16.0,undirected
"Arya S","Roose B",8.0,undirected
"Arya S","Hot P",23.0,undirected
"Arya S","Anguy",14.0,undirected
"Arya S","Harwin",15.0,undirected
"Arya S","Brynden T",4.0,undirected
"Arya S","Nan",7.0,undirected
"Arya S","Polliver",9.0,undirected
"Arya S","Rickon",8.0,undirected
"Arya S","Tickler",5.0,undirected
"Arya S","Greenbeard",9.0,undirected
"Arya S","Mycah",6.0,undirected
"Arya S","Raff",5.0,undirected
"Samwell T","Bran",11.0,undirected
"Samwell T","Mance R",8.0,undirected
"Samwell T","Stannis B",12.0,undirected
"Samwell T","Grenn",41.0,undirected
"Samwell T","Meera R",5.0,undirected
"Samwell T","Jojen R",9.0,undirected
"Samwell T","Jeor M",17.0,undirected
"Samwell T","Craster",33.0,undirected
"Samwell T","Melisandre",5.0,undirected
"Samwell T","Aemon T",25.0,undirected
"Samwell T","Gilly",36.0,undirected
"Samwell T","Pyp",15.0,undirected
"Samwell T","Paul",17.0,undirected
"Samwell T","Edd T",13.0,undirected
"Samwell T","Janos S",6.0,undirected
"Samwell T","Bowen M",7.0,undirected
"Samwell T","Alliser T",5.0,undirected
"Samwell T","Denys M",12.0,undirected
"Samwell T","Cotter P",9.0,undirected
"Samwell T","Clydas",6.0,undirected
"Samwell T","Bannen",11.0,undirected
"Samwell T","Dywen",5.0,undirected
"Samwell T","Dirk",4.0,undirected
"Robb S","Joffrey B",12.0,undirected
"Robb S","Catelyn S",44.0,undirected
"Robb S","Bran",18.0,undirected
"Robb S","Stannis B",4.0,undirected
"Robb S","Tywin L",13.0,undirected
"Robb S","Brienne",5.0,undirected
"Robb S","Petyr B",5.0,undirected
"Robb S","Edmure T",30.0,undirected
"Robb S","Eddard S",11.0,undirected
"Robb S","Walder F",24.0,undirected
"Robb S","Roose B",7.0,undirected
"Robb S","Hoster T",4.0,undirected
"Robb S","Lothar F",11.0,undirected
"Robb S","Jeyne W",18.0,undirected
"Robb S","Greatjon U",12.0,undirected
"Robb S","Brynden T",11.0,undirected
"Robb S","Theon G",10.0,undirected
"Robb S","Rickard K",15.0,undirected
"Robb S","Rickon",13.0,undirected
"Robb S","Ryman F",4.0,undirected
"Robb S","Jinglebell F",4.0,undirected
"Robb S","Balon G",6.0,undirected
"Robb S","Smalljon U",5.0,undirected
"Robb S","Raynald W",7.0,undirected
"Robb S","Stevron",4.0,undirected
"Robb S","Olyvar F",7.0,undirected
"Robb S","Rollam W",4.0,undirected
"Daenerys T","Robert B",7.0,undirected
"Daenerys T","Jorah M",46.0,undirected
"Daenerys T","Arstan",29.0,undirected
"Daenerys T","Belwas",25.0,undirected
"Daenerys T","Rhaegar T",12.0,undirected
"Daenerys T","Kraznys N",9.0,undirected
"Daenerys T","Daario",14.0,undirected
"Daenerys T","Missandei",26.0,undirected
"Daenerys T","Viserys",8.0,undirected
"Daenerys T","Irri",17.0,undirected
"Daenerys T","Jhiqui",17.0,undirected
"Daenerys T","Grazdan E",4.0,undirected
"Daenerys T","Drogo",6.0,undirected
"Daenerys T","Ben P",8.0,undirected
"Daenerys T","Viserion",6.0,undirected
"Daenerys T","Groleo",5.0,undirected
"Daenerys T","Grey W",13.0,undirected
"Daenerys T","Oznak P",4.0,undirected
"Daenerys T","Rhaegal",5.0,undirected
"Daenerys T","Jhogo",4.0,undirected
"Daenerys T","Rakharo",7.0,undirected
"Joffrey B","Cersei L",34.0,undirected
"Joffrey B","Sandor C",16.0,undirected
"Joffrey B","Stannis B",11.0,undirected
"Joffrey B","Tywin L",17.0,undirected
"Joffrey B","Robert B",7.0,undirected
