Source,Target,Weight,Type
"Eddard","Catelyn",71.0,undirected
"Eddard","Robb",23.0,undirected
"Eddard","Sansa",40.0,undirected
"Eddard","Arya",45.0,undirected
"Eddard","Bran",33.0,undirected
"Eddard","Rickon",6.0,undirected
"Eddard","Jon",73.0,undirected
"Eddard","Lyanna",27.0,undirected
"Eddard","Theon",5.0,undirected
"Eddard","Luwin",16.0,undirected
"Eddard","Rodrik",9.0,undirected
"Eddard","Mordane",8.0,undirected
"Eddard","Daenerys",6.0,undirected
"Eddard","Rhaegar",14.0,undirected
"Eddard","Aegon",4.0,undirected
"Eddard","Aerys",14.0,undirected
"Eddard","Lysa",12.0,undirected
"Eddard","Tywin",19.0,undirected
"Eddard","Cersei",27.0,undirected
"Eddard","Jaime",28.0,undirected
"Eddard","Joffrey",27.0,undirected
"Eddard","Tyrion",22.0,undirected
"Eddard","Gregor",15.0,undirected
"Eddard","Sandor",13.0,undirected
"Eddard","Robert",211.0,undirected
"Eddard","Stannis",20.0,undirected
"Eddard","Renly",42.0,undirected
"Eddard","Balon",5.0,undirected
"Eddard","Loras",12.0,undirected
"Eddard","Samwell",4.0,undirected
"Eddard","Janos",5.0,undirected
"Eddard","Val",9.0,undirected
"Eddard","Eddison",39.0,undirected
"Eddard","Petyr",77.0,undirected
"Eddard","Varys",63.0,undirected
"Eddard","Pycelle",40.0,undirected
"Eddard","Barristan",27.0,undirected
"Eddard","Ilyn",6.0,undirected
"Eddard","Syrio",6.0,undirected
"Catelyn","Robb",60.0,undirected
"Catelyn","Sansa",11.0,undirected
"Catelyn","Arya",9.0,undirected
"Catelyn","Bran",34.0,undirected
"Catelyn","Rickon",4.0,undirected
"Catelyn","Jon",21.0,undirected
"Catelyn","Theon",9.0,undirected
"Catelyn","Luwin",22.0,undirected
"Catelyn","Rodrik",32.0,undirected
"Catelyn","Brynden",17.0,undirected
"Catelyn","Lysa",45.0,undirected
"Catelyn","Tywin",9.0,undirected
"Catelyn","Jaime",13.0,undirected
"Catelyn","Joffrey",4.0,undirected
"Catelyn","Tyrion",41.0,undirected
"Catelyn","Bronn",8.0,undirected
"Catelyn","Robert",15.0,undirected
"Catelyn","Hoster",10.0,undirected
"Catelyn","Edmure",10.0,undirected
"Catelyn","Brynden",21.0,undirected
"Catelyn","Walder",10.0,undirected
"Catelyn","Marillion",7.0,undirected
"Catelyn","Val",14.0,undirected
"Catelyn","Eddison",9.0,undirected
"Catelyn","Petyr",28.0,undirected
"Catelyn","Varys",8.0,undirected
"Robb","Sansa",16.0,undirected
"Robb","Arya",25.0,undirected
"Robb","Bran",150.0,undirected
"Robb","Rickon",29.0,undirected
"Robb","Jon",71.0,undirected
"Robb","Benjen",7.0,undirected
"Robb","Theon",43.0,undirected
"Robb","Roose",5.0,undirected
"Robb","Hodor",12.0,undirected
"Robb","Luwin",24.0,undirected
"Robb","Rodrik",18.0,undirected
"Robb","Nan",5.0,undirected
"Robb","Rickard",4.0,undirected
"Robb","Brynden",10.0,undirected
"Robb","Tywin",10.0,undirected
"Robb","Jaime",13.0,undirected
"Robb","Joffrey",18.0,undirected
"Robb","Tyrion",5.0,undirected
"Robb","Renly",5.0,undirected
"Robb","Edmure",5.0,undirected
"Robb","Brynden",14.0,undirected
"Robb","Walder",9.0,undirected
"Robb","Yoren",4.0,undirected
"Robb","Samwell",5.0,undirected
"Robb","Eddison",8.0,undirected
"Sansa","Arya",146.0,undirected
"Sansa","Bran",15.0,undirected
"Sansa","Rickon",10.0,undirected
"Sansa","Jon",8.0,undirected
"Sansa","Lyanna",4.0,undirected
"Sansa","Mordane",45.0,undirected
