Source,Target,Weight,Type
"Eddard","Jon",126.0,undirected
"Eddard","Tyrion",30.0,undirected
"Eddard","Brandon",34.0,undirected
"Eddard","Catelyn",76.0,undirected
"Eddard","Daenerys",9.0,undirected
"Eddard","Robert",243.0,undirected
"Eddard","Arya",50.0,undirected
"Eddard","Robb",27.0,undirected
"Eddard","Sansa",45.0,undirected
"Eddard","Joffrey",29.0,undirected
"Eddard","Tywin",32.0,undirected
"Eddard","Jaime",38.0,undirected
"Eddard","Petyr",88.0,undirected
"Eddard","Rodrik",11.0,undirected
"Eddard","Samwell",9.0,undirected
"Eddard","Renly",46.0,undirected
"Eddard","Lysa",12.0,undirected
"Eddard","Varys",65.0,undirected
"Eddard","Cersei",34.0,undirected
"Eddard","Pycelle",40.0,undirected
"Eddard","Barristan",39.0,undirected
"Eddard","Sandor",17.0,undirected
"Eddard","Gregor",22.0,undirected
"Eddard","Benjen",5.0,undirected
"Eddard","Stannis",27.0,undirected
"Eddard","Theon",10.0,undirected
"Eddard","Jeor",5.0,undirected
"Eddard","Jory",48.0,undirected
"Eddard","Syrio",10.0,undirected
"Eddard","Loras",20.0,undirected
"Eddard","Rickon",6.0,undirected
"Eddard","Janos",11.0,undirected
"Eddard","Rhaegar",21.0,undirected
"Eddard","Aegon",5.0,undirected
"Eddard","Aerys",19.0,undirected
"Eddard","Edmure",4.0,undirected
"Eddard","Ilyn",9.0,undirected
"Eddard","Beric",5.0,undirected
"Eddard","Rickard",5.0,undirected
"Eddard","Boros",6.0,undirected
"Eddard","Lyanna",33.0,undirected
"Eddard","Vayon",24.0,undirected
"Eddard","Raymun",5.0,undirected
"Eddard","Balon",13.0,undirected
"Eddard","Galbart",6.0,undirected
"Eddard","Desmond",5.0,undirected
"Eddard","Harwin",4.0,undirected
"Eddard","Gerold",4.0,undirected
"Eddard","Cayn",8.0,undirected
"Eddard","Torrhen",9.0,undirected
"Eddard","Robar",4.0,undirected
"Jon","Tyrion",89.0,undirected
"Jon","Brandon",99.0,undirected
"Jon","Catelyn",34.0,undirected
"Jon","Robert",44.0,undirected
"Jon","Arya",52.0,undirected
"Jon","Robb",73.0,undirected
"Jon","Sansa",8.0,undirected
"Jon","Joffrey",16.0,undirected
"Jon","Tywin",5.0,undirected
"Jon","Jaime",14.0,undirected
"Jon","Rodrik",8.0,undirected
"Jon","Samwell",134.0,undirected
"Jon","Lysa",14.0,undirected
"Jon","Varys",4.0,undirected
"Jon","Cersei",6.0,undirected
"Jon","Pycelle",8.0,undirected
"Jon","Barristan",4.0,undirected
"Jon","Benjen",96.0,undirected
"Jon","Bronn",4.0,undirected
"Jon","Stannis",26.0,undirected
"Jon","Theon",13.0,undirected
"Jon","Jeor",40.0,undirected
"Jon","Alliser",57.0,undirected
"Jon","Jory",10.0,undirected
"Jon","Aemon",34.0,undirected
"Jon","Hodor",5.0,undirected
"Jon","Vardis",5.0,undirected
"Jon","Rickon",17.0,undirected
"Jon","Pyp",52.0,undirected
"Jon","Aerys",4.0,undirected
"Jon","Grenn",39.0,undirected
"Jon","Jaremy",8.0,undirected
"Jon","Yoren",13.0,undirected
"Jon","Halder",31.0,undirected
"Jon","Bowen",15.0,undirected
"Jon","Tommen",5.0,undirected
"Jon","Chett",7.0,undirected
"Jon","Dareon",9.0,undirected
"Jon","Rast",11.0,undirected
"Jon","Othor",6.0,undirected
"Tyrion","Brandon",35.0,undirected
"Tyrion","Catelyn",71.0,undirected
"Tyrion","Robert",19.0,undirected
"Tyrion","Robb",10.0,undirected
"Tyrion","Sansa",6.0,undirected
"Tyrion","Joffrey",12.0,undirected
"Tyrion","Tywin",57.0,undirected
"Tyrion","Jaime",49.0,undirected
"Tyrion","Petyr",16.0,undirected
"Tyrion","Rodrik",7.0,undirected
"Tyrion","Samwell",6.0,undirected
"Tyrion","Renly",7.0,undirected
"Tyrion","Lysa",41.0,undirected
"Tyrion","Varys",6.0,undirected
"Tyrion","Cersei",19.0,undirected
"Tyrion","Sandor",7.0,undirected
"Tyrion","Gregor",7.0,undirected
"Tyrion","Benjen",18.0,undirected
"Tyrion","Bronn",71.0,undirected
"Tyrion","Jeor",9.0,undirected
"Tyrion","Alliser",9.0,undirected
"Tyrion","Aemon",4.0,undirected
"Tyrion","Brynden",7.0,undirected
"Tyrion","Vardis",18.0,undirected
"Tyrion","Rickon",5.0,undirected
"Tyrion","Rhaegar",4.0,undirected
"Tyrion","Jeyne",4.0,undirected
"Tyrion","Kevan",18.0,undirected
"Tyrion","Yoren",9.0,undirected
"Tyrion","Tommen",6.0,undirected
"Tyrion","Willis",9.0,undirected
"Tyrion","Marillion",11.0,undirected
"Tyrion","Timett",6.0,undirected
"Tyrion","Lyn",4.0,undirected
"Tyrion","Shae",16.0,undirected
"Tyrion","Chiggen",5.0,undirected
"Tyrion","Jyck",10.0,undirected
"Tyrion","Morrec",9.0,undirected
"Tyrion","Chella",5.0,undirected
"Tyrion","Flement",6.0,undirected
"Brandon","Catelyn",39.0,undirected
"Brandon","Robert",14.0,undirected
"Brandon","Arya",30.0,undirected
"Brandon","Robb",159.0,undirected
"Brandon","Sansa",15.0,undirected
"Brandon","Jaime",6.0,undirected
"Brandon","Petyr",29.0,undirected
"Brandon","Rodrik",15.0,undirected
