Source,Target,Weight,Type
"Eddard","Catelyn",65.0,undirected
"Eddard","Robb",22.0,undirected
"Eddard","Sansa",36.0,undirected
"Eddard","Arya",42.0,undirected
"Eddard","Bran",20.0,undirected
"Eddard","Rickon",5.0,undirected
"Eddard","Jon",70.0,undirected
"Eddard","Lyanna",26.0,undirected
"Eddard","Theon",5.0,undirected
"Eddard","Luwin",16.0,undirected
"Eddard","Rodrik",9.0,undirected
"Eddard","Mordane",8.0,undirected
"Eddard","Daenerys",6.0,undirected
"Eddard","Rhaegar",13.0,undirected
"Eddard","Aegon",4.0,undirected
"Eddard","Aerys",14.0,undirected
"Eddard","Lysa",12.0,undirected
"Eddard","Tywin",19.0,undirected
"Eddard","Cersei",27.0,undirected
"Eddard","Jaime",25.0,undirected
"Eddard","Joffrey",27.0,undirected
"Eddard","Tyrion",20.0,undirected
"Eddard","Gregor",15.0,undirected
"Eddard","Sandor",13.0,undirected
"Eddard","Robert",208.0,undirected
"Eddard","Stannis",19.0,undirected
"Eddard","Renly",39.0,undirected
"Eddard","Balon",5.0,undirected
"Eddard","Loras",12.0,undirected
"Eddard","Janos",5.0,undirected
"Eddard","Petyr",76.0,undirected
"Eddard","Varys",57.0,undirected
"Eddard","Pycelle",34.0,undirected
"Eddard","Barristan",27.0,undirected
"Eddard","Ilyn",6.0,undirected
"Eddard","Syrio",6.0,undirected
"Catelyn","Robb",59.0,undirected
"Catelyn","Sansa",10.0,undirected
"Catelyn","Arya",9.0,undirected
"Catelyn","Bran",29.0,undirected
"Catelyn","Rickon",4.0,undirected
"Catelyn","Jon",20.0,undirected
"Catelyn","Theon",8.0,undirected
"Catelyn","Luwin",22.0,undirected
"Catelyn","Rodrik",29.0,undirected
"Catelyn","Lysa",41.0,undirected
"Catelyn","Tywin",9.0,undirected
"Catelyn","Jaime",10.0,undirected
"Catelyn","Joffrey",4.0,undirected
"Catelyn","Tyrion",37.0,undirected
"Catelyn","Bronn",8.0,undirected
"Catelyn","Robert",15.0,undirected
"Catelyn","Hoster",10.0,undirected
"Catelyn","Edmure",9.0,undirected
"Catelyn","Brynden",20.0,undirected
"Catelyn","Walder",9.0,undirected
"Catelyn","Marillion",7.0,undirected
"Catelyn","Petyr",27.0,undirected
"Catelyn","Varys",8.0,undirected
"Robb","Sansa",15.0,undirected
"Robb","Arya",22.0,undirected
"Robb","Bran",140.0,undirected
"Robb","Rickon",29.0,undirected
"Robb","Jon",69.0,undirected
"Robb","Benjen",7.0,undirected
"Robb","Theon",43.0,undirected
"Robb","Roose",5.0,undirected
"Robb","Hodor",12.0,undirected
"Robb","Luwin",24.0,undirected
"Robb","Rodrik",17.0,undirected
"Robb","Nan",5.0,undirected
"Robb","Rickard",4.0,undirected
"Robb","Tywin",10.0,undirected
"Robb","Jaime",13.0,undirected
"Robb","Joffrey",18.0,undirected
"Robb","Tyrion",5.0,undirected
"Robb","Renly",5.0,undirected
"Robb","Edmure",5.0,undirected
"Robb","Brynden",14.0,undirected
"Robb","Walder",9.0,undirected
"Robb","Samwell",5.0,undirected
"Sansa","Arya",144.0,undirected
"Sansa","Bran",12.0,undirected
"Sansa","Rickon",10.0,undirected
"Sansa","Jon",8.0,undirected
"Sansa","Lyanna",4.0,undirected
"Sansa","Mordane",43.0,undirected
"Sansa","Jeyne",33.0,undirected
"Sansa","Cersei",13.0,undirected
"Sansa","Joffrey",85.0,undirected
"Sansa","Myrcella",9.0,undirected
"Sansa","Tyrion",5.0,undirected
"Sansa","Gregor",6.0,undirected
"Sansa","Sandor",24.0,undirected
"Sansa","Robert",10.0,undirected
"Sansa","Renly",7.0,undirected
"Sansa","Beric",6.0,undirected
"Sansa","Meryn",7.0,undirected
"Sansa","Nymeria",13.0,undirected
"Sansa","Loras",10.0,undirected
"Sansa","Petyr",11.0,undirected
"Sansa","Varys",6.0,undirected
"Sansa","Pycelle",8.0,undirected
"Sansa","Barristan",4.0,undirected
"Sansa","Ilyn",9.0,undirected
"Arya","Bran",22.0,undirected
"Arya","Rickon",9.0,undirected
"Arya","Jon",50.0,undirected
"Arya","Rodrik",5.0,undirected
"Arya","Mordane",33.0,undirected
"Arya","Jeyne",14.0,undirected
"Arya","Joffrey",41.0,undirected
"Arya","Myrcella",11.0,undirected
"Arya","Tommen",7.0,undirected
"Arya","Sandor",8.0,undirected
"Arya","Meryn",7.0,undirected
"Arya","Nymeria",31.0,undirected
"Arya","Yoren",5.0,undirected
"Arya","Ilyn",4.0,undirected
"Arya","Syrio",25.0,undirected
"Bran","Rickon",44.0,undirected
"Bran","Jon",88.0,undirected
"Bran","Benjen",5.0,undirected
