Source,Target,Weight,Type
"Tyrion L","Stannis B",44.0,undirected
"Tyrion L","Joffrey B",52.0,undirected
"Tyrion L","Sansa S",29.0,undirected
"Tyrion L","Catelyn S",12.0,undirected
"Tyrion L","Renly B",17.0,undirected
"Tyrion L","Cersei L",74.0,undirected
"Tyrion L","Robb S",13.0,undirected
"Tyrion L","Robert B",11.0,undirected
"Tyrion L","Varys",57.0,undirected
"Tyrion L","Eddard S",9.0,undirected
"Tyrion L","Jaime L",30.0,undirected
"Tyrion L","Petyr B",38.0,undirected
"Tyrion L","Tywin L",5.0,undirected
"Tyrion L","Sandor C",10.0,undirected
"Tyrion L","Bronn",43.0,undirected
"Tyrion L","Balon S",9.0,undirected
"Tyrion L","Shae",29.0,undirected
"Tyrion L","Tommen",10.0,undirected
"Tyrion L","Lancel L",22.0,undirected
"Tyrion L","Pycelle",19.0,undirected
"Tyrion L","Mandon M",19.0,undirected
"Tyrion L","Janos S",23.0,undirected
"Tyrion L","Cortnay P",7.0,undirected
"Tyrion L","Loras T",7.0,undirected
"Tyrion L","Cleos F",12.0,undirected
"Tyrion L","Jacelyn B",15.0,undirected
"Tyrion L","Myrcella B",10.0,undirected
"Tyrion L","Shagga",14.0,undirected
"Tyrion L","Boros B",5.0,undirected
"Tyrion L","Meryn T",7.0,undirected
"Tyrion L","Podrick P",17.0,undirected
"Tyrion L","Lysa A",4.0,undirected
"Tyrion L","Timett",14.0,undirected
"Tyrion L","Tanda",5.0,undirected
"Tyrion L","High S",7.0,undirected
"Tyrion L","Hallyne",5.0,undirected
"Tyrion L","Osmund K",8.0,undirected
"Tyrion L","Alliser T",8.0,undirected
"Tyrion L","Chataya",8.0,undirected
"Tyrion L","Mace T",4.0,undirected
"Tyrion L","Vylarr",7.0,undirected
"Tyrion L","Alayaya",6.0,undirected
"Tyrion L","Preston G",4.0,undirected
"Tyrion L","Chella",5.0,undirected
"Tyrion L","Tysha",5.0,undirected
"Tyrion L","Ballabar",4.0,undirected
"Jon A","Jon S",14.0,undirected
"Jon A","Stannis B",4.0,undirected
"Jon A","Robert B",5.0,undirected
"Jon A","Eddard S",9.0,undirected
"Jon A","Petyr B",5.0,undirected
"Jon A","Aerys T",4.0,undirected
"Jon S","Bran S",12.0,undirected
"Jon S","Arya S",15.0,undirected
"Jon S","Stannis B",8.0,undirected
"Jon S","Catelyn S",6.0,undirected
"Jon S","Renly B",6.0,undirected
"Jon S","Robb S",14.0,undirected
"Jon S","Robert B",9.0,undirected
"Jon S","Eddard S",15.0,undirected
"Jon S","Petyr B",4.0,undirected
"Jon S","Qhorin H",54.0,undirected
"Jon S","Samwell T",58.0,undirected
"Jon S","Jeor M",37.0,undirected
"Jon S","Rickon",6.0,undirected
"Jon S","Craster",34.0,undirected
"Jon S","Nan",5.0,undirected
"Jon S","Aemon",10.0,undirected
"Jon S","Aerys T",4.0,undirected
"Jon S","Thoren S",6.0,undirected
"Jon S","Mance R",6.0,undirected
"Jon S","Edd",12.0,undirected
"Jon S","Ygritte",14.0,undirected
"Jon S","Ebben",11.0,undirected
"Jon S","Dywen",9.0,undirected
"Jon S","Dalbridge",7.0,undirected
"Jon S","Ottyn W",4.0,undirected
"Bran S","Arya S",12.0,undirected
"Bran S","Theon G",32.0,undirected
"Bran S","Sansa S",7.0,undirected
"Bran S","Catelyn S",7.0,undirected
"Bran S","Robb S",35.0,undirected
"Bran S","Eddard S",7.0,undirected
"Bran S","Hodor",68.0,undirected
"Bran S","Luwin",39.0,undirected
"Bran S","Rodrik C",38.0,undirected
"Bran S","Rickon",61.0,undirected
"Bran S","Osha",33.0,undirected
"Bran S","Jojen R",55.0,undirected
"Bran S","Meera R",43.0,undirected
"Bran S","Nan",7.0,undirected
"Bran S","Mikken",11.0,undirected
"Bran S","Bael",4.0,undirected
"Bran S","Alebelly",11.0,undirected
"Bran S","Rickard S",5.0,undirected
"Bran S","Wyman M",5.0,undirected
"Bran S","Beth C",6.0,undirected
"Bran S","Cley C",6.0,undirected
"Arya S","Joffrey B",8.0,undirected
"Arya S","Sansa S",23.0,undirected
"Arya S","Cersei L",4.0,undirected
"Arya S","Robb S",14.0,undirected
"Arya S","Yoren",35.0,undirected
"Arya S","Tywin L",14.0,undirected
"Arya S","Gendry",43.0,undirected
"Arya S","Rickon",6.0,undirected
"Arya S","Weese",19.0,undirected
"Arya S","Jaqen",26.0,undirected
"Arya S","Hot P",53.0,undirected
"Arya S","Amory L",9.0,undirected
"Arya S","Gregor C",6.0,undirected
"Arya S","Nan",11.0,undirected
"Arya S","Rorge",22.0,undirected
"Arya S","Roose B",13.0,undirected
"Arya S","Arry",14.0,undirected
"Arya S","Vargo H",9.0,undirected
"Arya S","Syrio F",5.0,undirected
"Arya S","Harren",7.0,undirected
"Arya S","Raff",6.0,undirected
"Arya S","Beric D",4.0,undirected
"Arya S","Amabel",7.0,undirected
"Arya S","Aenys F",6.0,undirected
"Theon G","Catelyn S",7.0,undirected
"Theon G","Robb S",20.0,undirected
"Theon G","Eddard S",17.0,undirected
"Theon G","Jaime L",4.0,undirected
"Theon G","Luwin",16.0,undirected
"Theon G","Rodrik C",14.0,undirected
"Theon G","Walder F",4.0,undirected
"Theon G","Balon G",29.0,undirected
"Theon G","Rickon",10.0,undirected
"Theon G","Osha",5.0,undirected
"Theon G","Dagmer C",11.0,undirected
"Theon G","Lorren",9.0,undirected
"Theon G","Aeron G",12.0,undirected
"Theon G","Wex",18.0,undirected
"Theon G","Esgred",12.0,undirected
"Theon G","Mikken",4.0,undirected
"Theon G","Farlen",7.0,undirected
"Theon G","Benfred T",7.0,undirected
"Theon G","Urzen",7.0,undirected
"Theon G","Jason M",4.0,undirected
"Stannis B","Joffrey B",23.0,undirected
"Stannis B","Sansa S",10.0,undirected
"Stannis B","Catelyn S",25.0,undirected
"Stannis B","Renly B",77.0,undirected
"Stannis B","Cersei L",16.0,undirected
"Stannis B","Robb S",9.0,undirected
"Stannis B","Davos S",36.0,undirected
"Stannis B","Robert B",31.0,undirected
"Stannis B","Varys",8.0,undirected
"Stannis B","Eddard S",5.0,undirected
"Stannis B","Jaime L",7.0,undirected
"Stannis B","Petyr B",10.0,undirected
"Stannis B","Tywin L",7.0,undirected
"Stannis B","Brienne",8.0,undirected
"Stannis B","Bronn",4.0,undirected
"Stannis B","Cressen",24.0,undirected
"Stannis B","Tommen",4.0,undirected
"Stannis B","Cortnay P",14.0,undirected
"Stannis B","Loras T",4.0,undirected
"Stannis B","Melisandre",7.0,undirected
"Stannis B","Pylos",11.0,undirected
"Stannis B","Salladhor S",8.0,undirected
"Stannis B","High S",6.0,undirected
"Stannis B","Selyse F",12.0,undirected
"Stannis B","Patchface",4.0,undirected
"Stannis B","Devan",5.0,undirected
"Stannis B","Mace T",4.0,undirected
"Stannis B","Axell F",4.0,undirected
"Joffrey B","Sansa S",62.0,undirected
"Joffrey B","Catelyn S",5.0,undirected
"Joffrey B","Renly B",13.0,undirected
"Joffrey B","Cersei L",34.0,undirected
"Joffrey B","Robb S",13.0,undirected
"Joffrey B","Robert B",18.0,undirected
"Joffrey B","Varys",18.0,undirected
"Joffrey B","Eddard S",6.0,undirected
"Joffrey B","Jaime L",15.0,undirected
"Joffrey B","Petyr B",13.0,undirected
"Joffrey B","Tywin L",12.0,undirected
"Joffrey B","Sandor C",24.0,undirected
"Joffrey B","Bronn",6.0,undirected
"Joffrey B","Balon S",6.0,undirected
"Joffrey B","Tommen",19.0,undirected
"Joffrey B","Lancel L",5.0,undirected
"Joffrey B","Dontos",9.0,undirected
"Joffrey B","Amory L",7.0,undirected
"Joffrey B","Mandon M",5.0,undirected
"Joffrey B","Janos S",5.0,undirected
"Joffrey B","Myrcella B",11.0,undirected
"Joffrey B","Boros B",7.0,undirected
"Joffrey B","Meryn T",16.0,undirected
"Joffrey B","Ilyn P",11.0,undirected
"Joffrey B","Osmund K",7.0,undirected
"Joffrey B","Margaery T",6.0,undirected
"Joffrey B","Arys O",6.0,undirected
"Joffrey B","Barristan S",8.0,undirected
"Sansa S","Catelyn S",6.0,undirected
"Sansa S","Renly B",4.0,undirected
"Sansa S","Cersei L",16.0,undirected
"Sansa S","Robb S",11.0,undirected
"Sansa S","Robert B",6.0,undirected
