Source,Target,Weight,Type
"Aegon-I","Daenerys-Targaryen",4.0,undirected
"Prince-Aegon","Daenerys-Targaryen",8.0,undirected
"Prince-Aegon","Elia",3.0,undirected
"Prince-Aegon","Haldon-Halfmaester",8.0,undirected
"Prince-Aegon","Jon-Connington",7.0,undirected
"Prince-Aegon","Lemore",6.0,undirected
"Prince-Aegon","Rhaegar-Targaryen",7.0,undirected
"Prince-Aegon","Rhaenys-Targaryen",4.0,undirected
"Prince-Aegon","Rolly-Duckfield",8.0,undirected
"Prince-Aegon","Tyrion-Lannister",19.0,undirected
"Prince-Aegon","Tywin-Lannister",3.0,undirected
"Prince-Aegon","Viserys-Targaryen",3.0,undirected
"Prince-Aegon","Yandry",4.0,undirected
"Prince-Aegon","Ysilla",4.0,undirected
"Aemon","Gilly",3.0,undirected
"Aemon","Jon-Snow",12.0,undirected
"Aemon","Samwell-Tarly",16.0,undirected
"Aenys-Frey","Hosteen-Frey",6.0,undirected
"Aenys-Frey","Theon-Greyjoy",3.0,undirected
"Aenys-Frey","Wyman-Manderly",4.0,undirected
"Aeron-Greyjoy","Victarion-Greyjoy",3.0,undirected
"Aerys-Targaryen","Rhaegar-Targaryen",5.0,undirected
"Aerys-Targaryen","Robert-Baratheon",5.0,undirected
"Aerys-Targaryen","Tywin-Lannister",6.0,undirected
"Aggo","Barristan-Selmy",3.0,undirected
"Aggo","Daario-Naharis",4.0,undirected
"Aggo","Daenerys-Targaryen",9.0,undirected
"Aggo","Grey-Worm",5.0,undirected
"Aggo","Jhogo",6.0,undirected
"Aggo","Rakharo",9.0,undirected
"Alliser-Thorne","Jon-Snow",6.0,undirected
"Alysane-Mormont","Asha-Greyjoy",18.0,undirected
"Alysane-Mormont","Justin-Massey",5.0,undirected
"Alysane-Mormont","Stannis-Baratheon",5.0,undirected
"Alys-Karstark","Jon-Snow",13.0,undirected
"Alys-Karstark","Melisandre",5.0,undirected
"Alys-Karstark","Sigorn",5.0,undirected
"Sour-Alyn","Damon",3.0,undirected
"Sour-Alyn","Grunt",7.0,undirected
"Sour-Alyn","Ramsay-Bolton",5.0,undirected
"Sour-Alyn","Skinner",5.0,undirected
"Sour-Alyn","Theon-Greyjoy",8.0,undirected
"Sour-Alyn","Yellow-Dick",3.0,undirected
"Archibald-Yronwood","Cletus-Yronwood",5.0,undirected
"Archibald-Yronwood","Daenerys-Targaryen",4.0,undirected
"Archibald-Yronwood","Gerris-Drinkwater",14.0,undirected
"Archibald-Yronwood","Quentyn-Martell",18.0,undirected
"Archibald-Yronwood","Tattered-Prince",4.0,undirected
"Areo-Hotah","Arianne-Martell",9.0,undirected
"Areo-Hotah","Arys-Oakheart",3.0,undirected
"Areo-Hotah","Doran-Martell",3.0,undirected
"Areo-Hotah","Obara-Sand",6.0,undirected
"Arianne-Martell","Balon-Swann",4.0,undirected
"Arianne-Martell","Doran-Martell",4.0,undirected
"Arianne-Martell","Myrcella-Baratheon",3.0,undirected
"Arianne-Martell","Obara-Sand",4.0,undirected
"Arnolf-Karstark","Asha-Greyjoy",3.0,undirected
"Arnolf-Karstark","Mors-Umber",4.0,undirected
"Arnolf-Karstark","Rickard-Karstark",3.0,undirected
"Arnolf-Karstark","Stannis-Baratheon",7.0,undirected
"Arya-Stark","Bran-Stark",7.0,undirected
"Arya-Stark","Eddard-Stark",4.0,undirected
"Arya-Stark","Jeyne-Poole",4.0,undirected
"Arya-Stark","Jon-Snow",12.0,undirected
